"","DIRECTORIO_MZ","DIRECTORIO_PRED","DIRECTORIO_HOG","DIRECTORIO_PER","A3","A4","A5","A6x2","A6x3","A7","A8","A9","A101","Ax102","Bx102","Cx102","Dx102","Ex102","Fx102","Gx102","Ax103","Bx103","Cx103","Dx103","Ex103","Fx103","Gx103","Hx103","Ix103","Jx103","Kx103","Lx103","Ax104","Bx104","Ax105","Bx105","Cx105","Ax201","Bx201","Cx201","Dx201","Ex201","Fx201","Gx201","Hx201","Ix201","Jx201","Ax202","Ax301","Bx301","Cx301","Dx301","Ex301","Fx301","C302","C303","Ax401","Ax402","Bx402","Cx402","Ex402","Fx402","Gx402","Hx402","Ix402","Jx402","Ax403","Bx403","Cx403","Ex403","Fx403","Gx403","Hx403","Ix403","Jx403","Ax404_2","Ax404_3","Ax404_4","Ax404_6","Bx404_2","Bx404_3","Bx404_4","Bx404_6","Cx404_2","Cx404_3","Cx404_4","Cx404_6","Dx404_1","Dx404_2","Dx404_3","Dx404_4","Dx404_5","Dx404_6","Ex404_2","Ex404_3","Ex404_4","Ex404_5","Ex404_6","Fx404_2","Fx404_3","Fx404_4","Fx404_5","Fx404_6","Gx404_1","Gx404_2","Gx404_3","Gx404_4","Gx404_5","Gx404_6","Hx404_2","Hx404_3","Hx404_4","Hx404_5","Hx404_6","Ix404_1","Ix404_2","Ix404_3","Ix404_4","Ix404_5","Ix404_6","Jx404_1","Jx404_2","Jx404_3","Jx404_4","Jx404_5","Jx404_6","Kx404_1","Kx404_2","Kx404_3","Kx404_4","Kx404_5","Kx404_6","Lx404_1","Lx404_2","Lx404_3","Lx404_4","Lx404_5","Lx404_6","Mx404_1","Mx404_2","Mx404_3","Mx404_4","Mx404_5","Mx404_6","Nx404_1","Nx404_2","Nx404_3","Nx404_4","Nx404_5","Nx404_6","Ox404_1","Ox404_2","Ox404_3","Ox404_4","Ox404_5","Ox404_6","F405","G406","Ax408","Cx408","Ex408","Ax501","Ax501xOtro","Ax502","Ax503","Bx503","Cx503","Dx503","Ex503","Fx503","Gx503","Hx503","Ix503","Jx503","Ax601","Ax602","Bx602","Cx602","Dx602","Ex602","Fx602","Gx602","Ax603","Bx603","Cx603","Dx603","Ex603","Ax604","Bx604","Cx604","Dx604","Ax701","Bx704","Cx704","Dx704","Ex704","Gx704","Hx704","Ax801_1","Ax801_2","Ax801_3","Ax801_4","Ax801_5","Ax801_6","Ax801_7","Ax801_8","Ax801_9","Ax801_10","Ax801xOtro","Ax802_1","Ax802_2","Ax802_3","Ax802_4","Ax802_5","Ax802_6","Ax802_7","Ax802_8","Ax802_9","Ax802_10","Ax802xOtro","C1","D1","E1","E1x1","G1","H1","periodo","SECTOR","Cod_Locali","Nom_Locali","Cod_UPL","Nom_UPL","ind_salud_101","ind_salud_102","ind_distribuciontareas_202","IASS_A","IASS_B","IASS_C","IASS_D","IASS_E","IASS_F","ISA","IPAM_A","IPAM_B","IPAV","IPCE","IPS_dia","IPS_noche","IPSJ_A","IPSJ_C","IPSJ_E","IPPTB_A","IPPTB_B","IPPTB_C","IPPTB_D","IPPEB_E","IPPEB_F","IPPEB_G","IPPEB_H","IPPEB_I","IPPEB_J","IPMIV_A","IPMIV_B","IPMIV_C","IPMIV_D","IPMIV_E","IPMIV_F","IPMIV_G","IPOI_A","IPOI_B","IPOI_C","IPOI_D","IPOI_E","IPA_A","IPA_B","IPA_C","IPA_D","ICG_B","ICG_C","ICG_D","ICG_E","ICG_G","ICG_H","sexo_jefe","fexp_calp_anu","fexp_calh_anu"
"8927","202509030","202509030004","20250903000401","2025090300040101",2,0,2,1,70,2,2,4,3,0,0,0,0,0,0,0,1,1,2,1,2,2,1,2,2,2,1,2,2,2,3,2,1,3,6,3,8,3,3,3,NA,NA,3,1,2,2,2,2,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,6,1,99,2,6,"CITAS MEDICAS DE CONTROL",2,2,3,2,3,2,2,2,3,3,3,2,2,2,2,3,2,1,1,3,3,3,2,2,3,2,2,2,2,4,3,2,3,3,4,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,4,1,1,NA,2,3,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",0,0,1,2,2,2,2,2,3,3,3,2,2,2,3,NA,1,NA,2,2,3,2,3,2,2,2,3,3,3,2,2,2,3,2,1,1,3,3,3,2,2,3,2,2,2,4,3,2,3,3,4,2,798.975753991721,399.038912133891
"8928","202509030","202509030005","20250903000501","2025090300050101",2,0,2,1,77,2,2,4,4,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,2,2,2,2,2,3,1,3,3,6,3,3,2,3,3,NA,NA,4,1,4,4,2,4,2,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,6,1,1,1,6,"CITAS MEDICAS DE CONTROL",2,3,3,3,2,3,3,3,2,3,2,7,4,1,2,3,99,2,1,3,3,1,1,3,3,2,2,3,4,5,3,3,3,1,5,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,2,2,2,NA,2,3,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",1,0,1,4,4,2,4,2,4,3,3,1,2,2,2,NA,1,1,1,3,3,3,2,3,3,3,2,3,2,4,1,2,3,NA,2,1,3,3,1,1,3,3,2,2,3,5,3,3,3,1,5,1,798.975753991721,399.038912133891
"8929","202509030","202509030006","20250903000601","2025090300060101",1,0,1,0,66,1,2,4,4,1,0,0,1,0,0,0,1,2,2,1,2,1,1,2,2,2,1,2,1,1,4,3,3,1,6,1,8,1,1,1,NA,NA,8,2,1,99,3,3,2,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,6,4,3,2,4,NA,2,3,4,4,4,4,4,3,2,4,3,2,3,4,2,2,1,2,2,4,4,3,3,3,2,1,2,3,1,4,4,2,4,3,4,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,"Grupo WhatsApp",2,2,2,NA,1,3,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",1,0,1,1,NA,3,3,2,4,3,4,3,1,1,1,NA,4,3,2,3,4,4,4,4,4,3,2,4,3,3,4,2,2,1,2,2,4,4,3,3,3,2,1,2,3,4,4,2,4,3,4,2,399.48787699586,399.038912133891
"8930","202509030","202509030007","20250903000701","2025090300070101",2,1,1,0,31,2,1,4,4,0,0,0,0,0,0,0,1,2,1,1,2,2,2,1,2,2,1,2,2,1,4,3,1,1,6,1,8,1,1,1,1,1,NA,3,3,4,3,3,1,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,3,1,3,4,2,1,NA,2,4,4,4,4,3,3,3,3,4,3,2,3,4,4,3,3,3,1,3,2,2,3,3,3,2,4,3,1,2,3,3,3,3,4,1,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,NA,5,2,2,NA,1,3,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",1,0,2,3,4,3,3,1,3,3,4,3,2,1,3,1,3,4,2,4,4,4,4,3,3,3,3,4,3,3,4,4,3,3,3,1,3,2,2,3,3,3,2,4,3,2,3,3,3,3,4,2,399.48787699586,399.038912133891
"8931","202509030","202509030008","20250903000801","2025090300080102",2,0,2,1,33,2,3,3,4,0,0,0,0,0,0,0,2,2,2,1,2,2,1,2,2,1,1,2,3,2,3,1,2,3,6,3,2,3,3,3,NA,NA,NA,1,3,3,3,3,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,6,99,2,3,1,NA,2,3,3,3,2,2,3,3,3,3,3,9,4,3,3,2,2,2,2,3,3,2,3,3,3,2,2,1,2,2,3,2,3,3,4,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,"EMISORA SUBA ALTERNATIVA",5,2,2,NA,2,3,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",1,0,1,3,3,3,3,3,4,3,3,1,3,2,3,NA,NA,2,3,3,3,3,2,2,3,3,3,3,3,4,3,3,2,2,2,2,3,3,2,3,3,3,2,2,1,2,3,2,3,3,4,1,798.975753991721,399.038912133891
"8932","202509030","202509030009","20250903000901","2025090300090104",5,1,4,6,68,2,2,4,3,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,2,2,2,1,1,3,1,1,4,6,4,4,3,4,4,3,8,4,3,4,1,1,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,6,2,2,1,4,NA,2,2,4,4,3,3,2,3,2,1,1,3,3,4,2,1,1,2,1,2,3,3,2,3,3,1,1,1,1,1,2,1,1,1,3,1,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,1,"GRUPO DE WHATSAPP DEL CONJUNTO",2,1,1,NA,6,3,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",0,0,2,4,1,1,1,2,2,3,3,1,1,1,3,NA,2,2,1,2,4,4,3,3,2,3,2,1,1,3,4,2,1,1,2,1,2,3,3,2,3,3,1,1,1,1,2,1,1,1,3,1,1597.95150798344,399.038912133891
"8933","202509030","202509030010","20250903001001","2025090300100102",3,0,3,2,50,2,1,4,5,2,0,0,0,1,0,0,1,2,2,1,2,2,2,2,2,2,1,2,2,2,3,1,1,4,6,4,4,3,4,4,NA,NA,4,1,3,3,3,3,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,2,2,6,"CITAS MEDICAS DE CONTROL",3,2,2,2,3,2,2,2,2,2,1,1,2,3,2,1,2,2,1,3,3,2,2,2,2,2,1,3,4,3,2,1,4,1,4,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,4,1,1,NA,1,3,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",1,0,1,3,3,3,3,3,4,3,3,1,2,2,3,1,1,2,2,2,2,2,3,2,2,2,2,2,1,2,3,2,1,2,2,1,3,3,2,2,2,2,2,1,3,3,2,1,4,1,4,1,1198.46363098758,399.038912133891
"8934","202509030","202509030011","20250903001101","2025090300110102",2,0,2,2,31,2,1,4,3,0,0,0,0,0,1,0,1,2,2,1,2,2,1,2,1,2,1,1,2,2,3,1,5,4,6,1,1,4,4,4,NA,NA,4,1,3,3,3,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,99,2,1,NA,2,2,2,3,3,2,2,2,2,3,3,9,3,2,2,1,3,1,1,2,2,2,3,3,3,2,3,2,1,2,2,3,3,3,4,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,4,1,1,NA,1,3,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",0,0,1,3,3,3,3,3,3,3,3,1,2,2,2,2,1,NA,2,2,2,3,3,2,2,2,2,3,3,3,2,2,1,3,1,1,2,2,2,3,3,3,2,3,2,2,2,3,3,3,4,2,798.975753991721,399.038912133891
"8935","202509030","202509030012","20250903001201","2025090300120101",3,0,3,2,25,2,1,4,4,1,0,0,0,0,1,0,1,2,2,1,2,2,2,2,1,1,1,1,3,2,4,1,5,4,7,4,4,4,4,4,NA,NA,NA,1,3,3,3,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,3,2,2,1,NA,2,2,3,2,3,3,1,3,2,2,2,2,3,3,1,1,1,1,1,4,3,3,3,3,2,1,1,3,6,3,2,1,3,2,4,0,0,0,0,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,5,2,2,NA,1,3,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",1,0,1,3,3,3,3,3,3,3,4,1,3,2,2,1,3,2,2,2,3,2,3,3,1,3,2,2,2,3,3,1,1,1,1,1,4,3,3,3,3,2,1,1,3,3,2,1,3,2,4,2,1198.46363098758,399.038912133891
"8936","202509030","202509030013","20250903001301","2025090300130101",1,0,1,0,64,1,2,4,4,0,0,0,0,0,0,0,1,1,2,1,2,2,1,2,1,1,1,2,5,3,4,2,2,1,6,1,1,1,1,1,NA,NA,1,2,5,4,4,4,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,2,1,2,6,"ACTIVIDADES RECREATIVAS Y GIMNASIA",1,3,2,3,3,3,3,2,2,3,3,1,3,3,2,2,2,3,1,4,3,3,3,3,3,2,1,2,9,4,3,2,3,3,5,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,4,2,2,NA,6,3,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",1,0,1,5,4,4,4,4,4,3,4,2,5,3,4,4,2,1,2,3,2,3,3,3,3,2,2,3,3,3,3,2,2,2,3,1,4,3,3,3,3,3,2,1,2,4,3,2,3,3,5,2,399.48787699586,399.038912133891
"8937","202509030","202509030014","20250903001401","2025090300140102",3,1,2,0,43,2,2,4,3,0,0,1,1,1,0,0,1,2,1,1,2,2,2,2,2,2,2,2,3,2,4,1,1,1,6,1,1,1,1,1,3,1,NA,1,2,4,3,4,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,2,99,1,1,NA,3,2,3,2,3,2,2,3,2,3,2,8,3,3,2,2,2,1,1,4,2,3,3,4,3,2,1,3,1,3,3,2,3,2,4,0,1,1,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,NA,4,2,1,NA,3,3,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",0,0,1,2,4,3,4,4,3,3,4,1,3,2,3,3,2,NA,1,2,3,2,3,2,2,3,2,3,2,3,3,2,2,2,1,1,4,2,3,3,4,3,2,1,3,3,3,2,3,2,4,2,798.975753991721,399.038912133891
"8938","202509030","202509030015","20250903001501","2025090300150104",6,2,4,1,39,2,2,4,3,0,0,0,0,0,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,3,6,3,8,3,3,3,4,2,4,1,4,4,1,2,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,3,1,1,2,6,"CITAS DE CONTROL DE LOS HIJOS",1,99,2,2,3,2,2,2,2,3,2,7,3,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,4,1,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,4,2,2,NA,2,3,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",0,0,1,4,4,1,2,2,2,3,2,1,2,2,2,3,1,1,2,NA,2,2,3,2,2,2,2,3,2,3,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,1,1597.95150798344,399.038912133891
"8939","202509031","202509031001","20250903100101","2025090310010101",4,1,3,2,21,2,1,4,4,0,0,0,0,0,0,0,1,1,1,1,2,2,1,2,2,2,1,1,1,2,3,1,2,4,1,4,3,3,3,3,3,3,NA,1,2,2,2,2,2,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1,2,99,1,1,NA,2,99,3,3,3,99,2,2,2,4,3,3,4,3,2,1,2,1,1,3,3,2,2,2,2,2,4,2,2,3,3,2,3,2,3,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,4,1,1,NA,1,2,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",1,0,1,2,2,2,2,2,4,3,3,1,1,2,3,1,2,NA,1,NA,3,3,3,NA,2,2,2,4,3,4,3,2,1,2,1,1,3,3,2,2,2,2,2,4,2,3,3,2,3,2,3,1,443.875418884289,147.792189679219
"8940","202509031","202509031002","20250903100201","2025090310020101",2,1,1,0,28,2,1,4,4,0,0,1,0,0,1,0,1,2,1,1,2,2,1,2,1,2,1,1,2,2,3,2,2,1,6,1,1,1,1,1,1,1,NA,2,3,3,2,2,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,3,2,99,99,1,1,NA,2,99,3,3,2,1,1,2,1,2,1,1,3,3,3,2,2,2,2,3,2,2,2,99,1,2,3,3,2,3,3,2,3,2,3,0,1,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,5,2,2,NA,1,2,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",1,0,1,3,3,2,2,2,3,3,3,2,2,2,3,2,NA,NA,1,NA,3,3,2,1,1,2,1,2,1,3,3,3,2,2,2,2,3,2,2,2,NA,1,2,3,3,3,3,2,3,2,3,2,147.95847296143,147.792189679219
"8941","202509031","202509031003","20250903100301","2025090310030102",4,1,3,0,65,2,2,4,3,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,99,3,4,6,4,8,4,4,4,4,4,4,1,2,3,2,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,6,2,2,2,1,NA,2,2,2,99,3,3,2,3,2,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,2,2,3,3,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,2,2,2,NA,6,2,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",0,0,1,2,3,2,3,3,3,3,2,NA,2,2,2,NA,2,2,2,2,2,NA,3,3,2,3,2,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,3,2,2,2,3,3,2,443.875418884289,147.792189679219
"8942","202509031","202509031004","20250903100401","2025090310040102",2,0,2,1,63,2,1,4,4,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,1,2,1,2,1,1,4,1,5,4,1,4,4,3,1,1,NA,NA,3,1,2,99,2,99,1,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,1,99,2,4,NA,2,2,3,2,3,2,1,3,3,2,1,7,2,3,2,1,2,1,1,1,1,1,1,99,3,1,4,3,6,3,3,1,3,3,5,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,5,2,2,NA,2,2,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",1,0,1,2,NA,2,NA,1,4,3,4,1,1,1,3,3,1,NA,2,2,3,2,3,2,1,3,3,2,1,2,3,2,1,2,1,1,1,1,1,1,NA,3,1,4,3,3,3,1,3,3,5,1,295.916945922859,147.792189679219
"8943","202509031","202509031005","20250903100501","2025090310050101",4,2,2,0,50,2,2,4,5,0,0,0,0,0,0,0,1,1,2,1,2,2,2,2,1,2,1,2,1,2,3,2,2,4,6,4,8,3,3,7,3,6,NA,1,4,4,4,4,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,3,3,2,1,NA,2,3,3,3,3,4,3,3,3,3,3,2,4,3,2,2,3,1,1,4,4,2,3,4,3,2,4,3,1,4,4,4,4,3,4,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,4,1,1,NA,3,2,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",1,0,1,4,4,4,4,4,4,3,3,2,1,2,3,2,3,3,2,3,3,3,3,4,3,3,3,3,3,4,3,2,2,3,1,1,4,4,2,3,4,3,2,4,3,4,4,4,4,3,4,1,295.916945922859,147.792189679219
"8944","202509032","202509032001","20250903200101","2025090320010102",3,0,3,0,74,2,2,4,3,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,2,1,2,3,2,2,1,4,2,6,4,3,3,4,4,NA,NA,4,1,4,3,3,3,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,6,2,1,1,6,"CITAS MEDICAS DE CONTROL",2,2,2,2,3,2,2,3,2,2,2,2,3,3,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,3,1,2,2,2,4,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,4,1,1,NA,2,2,202509,"Sector Noroccidente","11","SUBA","UPL10","Tibabuyes",0,0,1,4,3,3,3,3,4,3,2,1,3,2,4,NA,2,1,1,2,2,2,3,2,2,3,2,2,2,3,3,2,2,2,2,1,2,2,2,1,1,2,2,2,2,3,1,2,2,2,4,1,499.359846244826,166.266213389121
